Event #;Event Name;Creator;Commodity;Type;Items;Base Price;участники;победитель;Winners Price;Column1
6555;RE_Change Management Russia_2020;Natalya Yaremenko;CS5024;RFQ;"1. Work Environment:
• Work in an Activity Based Workspace,
• Provide and use casual break-down areas,
• Co-working, “Corpo-working” solutions, collaboration
• Opportunity to work from home and flexible working hours
2. Information Technology:
• Collaborative platforms,
• Dematerialization,
• Community Archiving effort,
• Access & Confidentiality,
• Tools to be mobile,
• Tools to book rooms, parking places etc
• Bring your own device / bring your own technology.
• Archiving / access to information (storage of information and copy of papers)
3. Human Resources:
• Guiding Principles on Activity Based Working,
• Sanofi values, communication & engagement principles
• Coach and guide senior leadership to the new way of working,
• Work from home agreements,
• Flexible working hours
4. Communication:
• Multi-channel, multi stakeholders,
• Community management";11,000,000.00 RUB;"CBRE; JLL";JLL;6,952,050.00 RUB;+
5247;RE_Change Management Russia_2020;Natalya Yaremenko;CS5024;RFP;"1. Work Environment:
• Work in an Activity Based Workspace,
• Provide and use casual break-down areas,
• Co-working, “Corpo-working” solutions, collaboration
• Opportunity to work from home and flexible working hours
2. Information Technology:
• Collaborative platforms,
• Dematerialization,
• Community Archiving effort,
• Access & Confidentiality,
• Tools to be mobile,
• Tools to book rooms, parking places etc
• Bring your own device / bring your own technology.
• Archiving / access to information (storage of information and copy of papers)
3. Human Resources:
• Guiding Principles on Activity Based Working,
• Sanofi values, communication & engagement principles
• Coach and guide senior leadership to the new way of working,
• Work from home agreements,
• Flexible working hours
4. Communication:
• Multi-channel, multi stakeholders,
• Community management,
2.5 Scope of work
6 topics
Topic 1: Definition and strategic alignment
Topic 2: Host teams and conduct meetings
Topic 3: Follow up on action items
Topic 4: Facilitate meeting organizations with key stakeholders
Topic 5: Reporting
Topic 6; Project Management";11,000,000.00 RUB;"CBRE; JLL; Steel Case";Steel Case;6,347,456.00 RUB;
39115;2024 RU RFP Call center;Kseniia Kravtsova;MK3004;RFP;Call Center Services;13,000,000.00 RUB;"Call Trafic; City Call; Telecontact; Voxys; Willstream; ООО ВЛМ Групп; ООО Олекстра";ООО ВЛМ Групп;11230000 RUB;
38561;2023 RU RFI Call center;Kseniia Kravtsova;MK3004;RFI;Call Center Servicesж Docsfera;10000000 RUB;"Oktell; Альфа Лайн; Сооплата; Call Trafic; Rostelecom Contact Center; Teleperformance; Voxys; Telecontact; City Call; Willstream; Oline Contact Center; ООО ВЛМ Групп; Iqvia";ООО ВЛМ Групп;9890000 RUB;
20268;Translation services_Sanofi Russia;Natalya Yaremenko;CS5015;RFP;"Translation ENG-RUS - Words; Typesetting (layout) simple - MS, Power point A4 - per page; Typesetting (layout) medium complexity - MS, Power point A4 - per page; Restoration of a layout (medium complexity) with full compliance with the original design MS Word - per page; Preparation of documents for a notary certification - per document; Notarization of translator's signature - document; Simultaneous translation ENG- RUS - hours";68,000,000.00 RUB;"Awatera; E&T; Medconsult; Transperfect";Medconsult;40,988,465,781.57 RUB;+
33397;2023_RFP_PSP_Diabet;Tatiana Mikhailina;MK3009;RFP;PSP_Diabet;12000000 RUB;"ООО ВЛМ Групп; ООО Здоровье Города; ООО Олекстра; ООО Палиндром; РТ Доктис; Теллер";Теллер;11159000 RUB;
32468;Обслуживание локальных очистных сооружений / WWTP maintenance;Sergey Levin;MC3009;RFP;Эксплуатация, техническое обслуживание, технологический контроль объекта – локальные очистные сооружения;100,000.00 EUR;ТЕХВОДПРОЕКТ;ТЕХВОДПРОЕКТ;740,000.00 RUB;+
40561;Поставка электроэнергии для АО Санофи Восток/Supply of electricity for Orel site;Sergey Levin;MC3001;RFP;Поставка электроэнергии (размер сбытовой надбавки), руб/кВтч;400,000.00 EUR;"Энергоальянс, ООО; СберЭнерго, ООО; КС Энергосбыт, ООО; Энергосистема, ООО; ВН-Энерготрейд, ООО";"Энергосистема, ООО	";0.013 RUB;+
46489;Разработка рабочей документации по замене панелей перекрытия склада Санофи Восток/WH panels replacement documentation design Sanofi Vostok;Sergey Levin;MC2014;RFP;Разработка рабочей документации по замене панелей перекрытия склада Санофи Восток;30,000.00 EUR;"ООО «Тайтега АГ»; ООО ""ДантЭ""; Архитектурная мастерская Авиловой, ООО";ООО «Тайтега АГ»;2,899,000.00 RUB;+
33991;Spare parts for manufacturing equipment /Закупка запасных частей для производственного оборудования;Sergey Levin;MC2007;RFP;"6EP4134-3AB00-2AY0, SITOP UPS1600 10A ETHERNET/ PROFINET БЛОК БЕСПЕРЕБОЙНОГО ЭЛЕКТРОПИТАНИЯ С ETHERNET/ PROFINET- ИНТЕРФЕЙСОМ ВХОД: DC 24 V ВЫХОД: DC 24 V/10 A; 6EP1961-2BA21, SITOP PSE200U 10 A, МОДУЛЬ СЕЛЕКТИВНОСТИ, 4 КАНАЛА, ВХОД: =24 В, ВЫХОД: =24 В/ 10 А НА КАЖДЫЙ КАНАЛ. ВЫХОДНОЙ ТОК НАСТРАИВАЕТСЯ В ДИАПАЗОНЕ 3 — 10 А; 6EP1436-2BA10,SITOP PSU300S 20 A СТАБИЛИЗИРОВАННЫЙ БЛОК ПИТАНИЯ ВХОД: 3Ф ~400-500 В ВЫХОД: =24 В/20 A; 6EP4131-0GB00-0AY0, SITOP UPS1100 DC 24 V 1,2 AH АККУМУЛЯТОРНЫЙ МОДУЛЬ С НЕ ТРЕБУЮЩИМИ ТЕХНИЧЕСКОГО ОБСЛУЖИВАНИЯ ЗАКРЫТЫМИ СВИНЦОВЫМИ АККУМУЛЯТОРАМИ ДЛЯ МОДУЛЯ SITOP DC-USV; 6ES7317-2FK14-0AB0, SIMATIC S7-300, FAILSAFE-ЦПУ CPU 317F-2 PN/DP, 1,5 МБАЙТА РАБОЧЕЙ ПАМЯТИ, 1. ИНТЕРФЕЙС MPI/DP 12 МБИТ/С, 2. ИНТЕРФЕЙС ETHERNET PROFINET, С 2Х-ПОРТОВЫМ КОММУТАТОРОМ, ДЛЯ РАБОТЫ НЕОБХОДИМА КАРТА ПАМЯТИ MICRO MEMORY CARD; 6GK5008-0BA00-1AB2, SCALANCE XB008 НЕУПРАВЛЯЕМЫЙ КОММУТАТОР INDUSTRIAL ETHERNET ДЛЯ 10/100МБИТ/С, С 8 X 10/100МБИТ/С ПОРТАМИ ДЛЯ ВИТОЙ ПАРЫ С РАЗЪЁМАМИ RJ45, ДЛЯ СОЗДАНИЯ НЕБОЛЬШИХ СЕТЕЙ С ТОПОЛОГИЕЙ «ЗВЕЗДА» И «ЛИНИЯ», СВЕТОДИОДНАЯ ДИАГНОСТИКА, СТЕПЕНЬ ЗАЩИТЫ IP20, =24В ПИТАНИЕ, ВКЛЮЧАЯ РУКОВОДСТВА; 6SL3040-1MA00-0AA0, SINAMICS УПРАВЛЯЮЩИЙ МОДУЛЬ CU320-2 DP С ИНТЕРФЕЙСОМ PROFIBUS БЕЗ КОМПАКТ ФЛЕШ КАРТЫ; 6SL3130-6AE15-0AB1, SINAMICS S120 SMART LINE MODULE INPUT: 3AC 380-480V, 50/60HZ OUTPUT: 600ВDC, 8.3A, 5КВТ ИСПОЛНЕНИЕ: BOOKSIZE INTERNAL AIR COOLING INCL. CONTROL VOLTAGE ADAPTER MODULES PAINTED; 6SL3120-2TE13-0AA4, SINAMICS S120 DOUBLE MOTOR MODULE INPUT: DC 600В OUTPUT: 3AC 400V, 3A/3A ИСПОЛНЕНИЕ: BOOKSIZE INTERNAL AIR COOLING OPTIMIZED PULSE SAMPLE AND SUPPORT OF THE EXTENDED SAFETY INTEGRATED FUNCTIONS INCL. DRIVE-CLIQ CABLE; 6SL3162-2AA00-0AA0, SINAMICS 24-В-КЛЕММНЫЙ АДАПТЕР ДЛЯ МОДУЛЕЙ КНИЖНОГО ФОРМАТА; 6AV6671-5AE11-0AX0, СОЕДИНИТЕЛЬНАЯ КОРОБКА PN PLUS ДЛЯ МОБИЛЬНОЙ ПАНЕЛИ MOBILE PANEL 177 PN; 6ES7317-2EK13-0AB0, SIMATIC S7-300 CPU 317-2 PN/DP, ЦПУ С 1024 КБАЙТАМИ РАБОЧЕЙ ПАМЯТИ, 1 ИНТЕРФЕЙС MPI/DP 12МБИТ/С, 2 ИНТЕРФЕЙС ETHERNET PROFINET, НЕОБХОДИМА КАРТА ПАМЯТИ (MICRO MEMORY CARD), ЗАКАЗЫВАЕМАЯ ОТДЕЛЬНО; 3RK2200-0CQ20-0AA3, AS-ИНТЕРФЕЙС КОМПАКТН.MOD. K45 A/B-SLAVE IP67, ЦИФР., 4 ВХОДА 4 X 1 ВХОД, MAX. 200MA, PNP 4 X M12 ГНЕЗДО; 3RK1901-2EA00, AS-ИНТЕРФЕЙС. МОНТАЖНАЯ ПЛАТА ДЛЯ НАСТЕННОГО МОНТАЖА МОДУЛЯ K45. ДЛЯ AS-I КАБЕЛЯ (ЖЕЛТЫЙ) И AS-I КАБЕЛЯ 24V (ЧЕРН.)ING PLATE K60; 3SB2206-0AE01, КОМПЛЕКТНОЕ УСТРОЙСТВО 16MM С ПОДСВЕТКОЙ КНОПКА ПЛОСКАЯ ЗЕЛЕНАЯ, 1Н; 3RK1322-0JS02-0AA0, AS-I КОМПАКТНЫЙ ПУСКАТЕЛЬ, IP65, ЭЛЕКТРО-МЕХАНИЧЕСКИЙ ПРЯМОГО ПУСКА, ДИАПАЗОН УСТАВОК 0.7...1.0A, AC-3, 0.25KW/400V, БЕЗ ТОРМОЗНОГО КОНТАКТА, С 9-ПОЛ. РАЗЪЕМОМ ДЛЯ ДВИГАТЕЛЯ И 9-ПОЛ. РАЗЪЕМОМ ПИТАНИЯ, 2 ИНТЕГРИРОВАННЫХ ВХОДА; 6EP1935-6MD11, SITOP POWER, СВИНЦОВЫЙ ГЕРМЕТИЧНЫЙ АККУМУЛЯТОР ДЛЯ SITOP POWER DC-USV-МОДУЛЯ 15: =24 В/ 3,2 АЧАС; 6ES7315-2AG10-0AB0, SIMATIC S7-300, CPU 315-2DP, ЦЕНТРАЛЬНЫЙ ПРОЦЕССОР: RAM 128 КБАЙТ; ЗАГР. ПАМЯТЬ В ВИДЕ ММC; MPI + PROFIBUS-DP, ВЕДУЩЕЕ/ ВЕДОМОЕ УСТРОЙСТВО, ДО 12 МБИТ/С; ПИТАНИЕ =24В. ММC ЗАКАЗЫВАЕТСЯ ОТДЕЛЬНО; 6EP1935-6MC01, SITOP POWER БАТАРЕЙНЫЙ МОДУЛЬ 24 В/1,2 А*Ч С НЕОБСЛУЖИВАЕМОЙ ЗАКРЫТОЙ СВИНЦОВОКИСЛОЙ БАТАРЕЕЙ ДЛЯ МОДУЛЕЙ SITOP POWER DC USV 6A; 6ES7317-2AJ10-0AB0, SIMATIC S7-300, CPU 317-2DP: RAM 512 КБАЙТ; ЗАГР. ПАМЯТЬ В ВИДЕ ММC; MPI/ PROFIBUS-DP, ВЕДУЩЕЕ/ ВЕДОМОЕ УСТРОЙСТВО, ДО 12 МБИТ/С; ПИТАНИЕ =24В. ММC ЗАКАЗЫВАЕТСЯ ОТДЕЛЬНО; 6FL4343-1CX10-0XE0, SIEMENS BUILDING TECHNOLOGIES COMMUNICATIONS PROCESSOR CP343-1 BACNET FOR CONNECTING SIMATIC S7-300 TO BACNET ACCORD. EN 16484 PART 5, IND. ETHERNET VIA TCP/IP AND UDP, MULTICAST, SEND/RECEIVE WITH AND W/O RFC1006, FETCH/ WRITE,S7-COMMUNICATION(SERVER) IN; 6ES7322-1BH01-0AA0, SIMATIC S7-300, SM 322, МОДУЛЬ ВЫВОДА ДИСКРЕТНЫХ СИГНАЛОВ: ГАЛЬВАНИЧЕСКОЕ РАЗДЕЛЕНИЕ ВНЕШНИХ И ВНУТРЕННИХ ЦЕПЕЙ, 16 ВЫХОДОВ =24В/0.5A. 20-ПОЛЮСНЫЙ ФРОНТАЛЬНЫЙ СОЕДИНИТЕЛЬ ЗАКАЗЫВАЕТСЯ ОТДЕЛЬНО; 6ES7318-3EL00-0AB0, SIMATIC S7-300 МОДУЛЬ ЦЕНТРАЛЬНОГО ПРОЦЕССОРА CPU 319-3 PN/DP, С 1,4 БАЙТ РАБОЧЕЙ ПАМЯТИ, 1. ИНТЕРФЕЙС MPI/DP 12МБИТ/С, 2. ИНТЕРФЕЙС DP-MASTER/SLAVE, 3. ИНТЕРФЕЙС ETHERNET PROFINET, ДЛЯ НЕОБХОДИМА МИКРОКАРТА ПАМЯТИ MMC (ЗАКАЗЫВАЕТСЯ ОТДЕЛЬНО); 6ES7138-4FB02-0AB0, SIMATIC DP, ЭЛЕКТРОННЫЙ F-МОДУЛЬ ДИСКРЕТНОГО ВЫВОДА ПОВЫШЕНОЙ БЕЗОПАСНОСТИ ДЛЯ ET200S, 4 F-DO PROFISAFE, =24В/2А, 30 MM ШИРИНЫ ДО КАТЕГОРИИ CATEGORY 4 (EN954-1) / SIL3 (62061) ТАКЖЕ РАБОТАЕТ В СЕТЯХ PROFINET C IM151-3 HF; 6SE6400-1PB00-0AA0, MICROMASTER 4 МОДУЛЬ PROFIBUS; 6SE6420-2AB12-5AA1, MICROMASTER 420 С ВСТРОЕННЫМ ФИЛЬТРОМ КЛАССА А 1-ФАЗН. 200-240В +10/-10% 47-63 ГЦ МОЩНОСТЬ ПРИ ПОСТОЯННОМ МОМЕНТЕ 0,25 КВТ ПЕРЕГРУЗКА 150% В ТЕЧ. 60С МОЩНОСТЬ ПРИ ПЕРЕМЕННОМ МОМЕНТЕ 0,25 КВТ 173 X 73 X 149 (В X Ш X Г) КЛАСС ЗАЩИТЫ IP20 ТЕМПЕРАТУРА ОКРУЖАЮ; 6ES7151-7FA20-0AB0, SIMATIC DP, ИНТЕРФЕЙСНЫЙ МОДУЛЬ СО ВСТРОЕННЫМ ЦПУ ПОВЫШЕННОЙ БЕЗОПАСНОСТИ IM151-7 F CPU ДЛЯ ET200S, 128 KB РАБОЧЕЙ ПАМЯТИ, ВСТРОЕННЫЙ ИНТЕРФЕЙС IPROFIBUS DP, (9-ПОЛЮСНАЯ РОЗЕТКА SUB-D), DP-SLAVE, БЕЗБАТАРЕЙНАЯ РАБОТА; 6ES7138-4FA03-0AB0, SIMATIC DP, ЭЛЕКТРОННЫЙ F-МОДУЛЬ ДИСКРЕТНОГО ВВОДА ПОВЫШЕНОЙ БЕЗОПАСНОСТИ ДЛЯ ET200S, 4/8 F-DI PROFISAFE, =24В, 30 MM ШИРИНЫ ДО КАТЕГОРИИ CATEGORY 4 (EN954-1) / SIL3 (62061) ТАКЖЕ РАБОТАЕТ В СЕТЯХ PROFINET C IM151-3 HF; 6SL3255-0AA00-4BA1, SINAMICS G110/G120 БАЗОВАЯ ПАНЕЛЬ ОПЕРАТОРА (BOP); 6ES7138-6AA00-0BA0, SIMATIC ET 200SP, ТЕХНОЛОГИЧЕСКИЙ МОДУЛЬ TM COUNT 1X24V, СЧЁТНЫЙ МОДУЛЬ, 1 КАНАЛ ДЛЯ ИНКРЕМЕНТАЛЬНОГО ЭНКОДЕРА =24 В ИЛИ ИМПУЛЬСОВ =24 В, 3 ДИСКРЕТНЫХ ВХОДА (DI), 2 ДИСКРЕТНЫХ ВЫХОДА (DQ); 6ES7407-0KA02-0AA0; 6ES7952-0KH0x-0AA0; 6ES7972-0BB52-0XA0; 6ES7963-3AA0x-0AA0; 6ES7441-2AA04-0AE0, SIMATIC S7-400, КОММУНИКАЦИОННЫЙ МОДУЛЬ CP 441-2, ДЛЯ ОРГАНИЗАЦИИ СВЯЗИ ТОЧКА-К-ТОЧКЕ (POINT TO POINT), ДВУХКАНАЛЬНЫЙ, ВКЛЮЧАЯ ПАКЕТ ДЛЯ КОНФИГУРИРОВАНИЯ НА CD; 6GK7443-1EX11-0XE0; 6AR1306-0LC00-0AA0, *** SPARE PART*** SICOMP CPCI SV532 POWER SUPPLY MODULE INPUT: 99 TO 138 V AC AND 187 TO 264 V AC OUTPUT: +5.1 V/20 A, +3.3 V/14 A, +12 V/2 A, -12 V/1 A; 6AR1355-0CB00-0AA0, *** SPARE PART*** SICOMP IPCI-ZUB106 POWER SUPPLY ADAPTER FOR CPCI CPU MODULES 3 UNITS PER PACKAGE; 6AR1355-0CD00-0AA0, *** SPARE PART*** SICOMP CPCI-ZUB532 ACCESSORIES FOR CONNECTING CPCI POWER SUPPLY MODULES CPCI-SV532 AND CPCI-SV533; SMP16-CPU076/ECOOl; 6AR1303-0ED00-0AA0, *** SPARE PART*** SICOMP SMP16-COM201 PROFIBUS DP INTERFACE UP TO 12 MBIT/S; 6AR1302-0AD00-0AA0; 6EP5400-5AB00, SIMATIC S5, TOP CONNECT, МОДУЛЬ ПЕРЕДАЧИ СИГНАЛОВ МЕЖДУ 50-ПОЛЮСНЫМ IDC ШТЕКЕРОМ И 1-РЯДНЫМ ТЕРМИНАЛЬНЫМ БЛОКОМ; СО СВЕТОДИОДНОЙ ИНДИКАЦИЕЙ; 6ES7151-1AA04-0AB0; 6ES7193-4CA50-0AA0; 6ES7131-4BD01-0AA0; 6ES7132-4BD32-0AA0; MP370T B+SMP370T B+S 6AV6591-1DB10-2AB0 release 09/02; 5SY4102-7, АВТОМАТИЧЕСКИЙ ВЫКЛЮЧАТЕЛЬ Iоткл.ном.=10КА 1-ПОЛЮСНЫЙ Iном=2А ТИП ЗАЩИТНОЙ ХАР-КИ=C Uном=400В АС ШИРИНА=1-МОД. УСТ. ГЛУБИНА=70ММ; 6GK7 343-1CX10-0XE0; 6ES7352-1AH02-0AE0; 3VL2716-1EE43-0AA0, АВТОМАТИЧЕСКИЙ ВЫКЛЮЧАТЕЛЬ VL 160N СТАНДАРТНАЯ ОТКЛЮЧАЮЩАЯ СПОСОБНОСТЬ ICU=55KA/415 V AC 4-ПОЛЮСА, РАСЦЕПИТЕЛЬ МАКСИМАЛЬНОГО ТОКА БЕЗ ЗАЩИТЫ В ДИАПАЗОНЕ ПЕРЕГРУЗОК МАГНИТНЫЙ IN=160A, НОМИНАЛЬНЫЙ ТОК II=2500A, К.З. БЕЗ ДОП.РАСЦЕПИТЕЛЯ БЕЗ ДОП.КОНТАКТОВ; 6ES7 331-7NF00-0AB0; 6ES7322-1BL00-0AA0; 5SY4325-7, АВТОМАТИЧЕСКИЙ ВЫКЛЮЧАТЕЛЬ Iоткл.ном.=10КА 3-ПОЛЮСНЫЙ Iном=25А ТИП ЗАЩИТНОЙ ХАР-КИ=C Uном=400В АС ШИРИНА=1-МОД. УСТ. ГЛУБИНА=70ММ; 6ES7307-1KA1-0AA0; 6ES7193-4CD20-0AA0, SIMATIC DP, ET 200S, ТЕРМИНАЛЬНЫЙ МОДУЛЬ TM-P15S23-A0 ДЛЯ УСТАНОВКИ МОДУЛЯ КОНТРОЛЯ ПИТАНИЯ, ШИРИНА 15MM, 2X3 КОНТАКТА С ВИНТОВЫМИ ЗАЖИМАМИ, С КОНТАКТАМИ ДЛЯ ПОДКЛЮЧЕНИЯ К AUX1 И КОНЦЕВЫМ УЧАСТКОМ ШИНЫ AUX1; 6ES7132-4BD01-0AA0. SIMATIC DP, 5 ЭЛЕКТРОННЫХ МОДУЛЕЙ ДЛЯ ET 200S, 4 DI STANDARD, 4 ДИСКРЕТНЫХ ВХОДА, СТАНДАРТНЫЙ =24В, 15 MM ШИРИНА, УПАКОВКА ИЗ 5 ШТУК; 6ES7134-4JB50-0AB0, ***Spare part*** SIMATIC DP, Electronics module for ET 200S, 2 AI RTD 15 mm width, 15 bit+sign Pt100 STD; Pt100 KL; NI100 STD; NI100 KL; 150 ohm; 300 ohm; 600 ohm; Cycle time 110 ms/channel with SF LED (group fault); 6ES7134-4GB01-0AB0, SIMATIC DP, ЭЛЕКТРОННЫЙ МОДУЛЬ ДЛЯ ET 200S, 2 AI STAND. I-2DMU 2 СТАНДАРТНЫХ АНАЛОГОВЫХ ВХОДА (ТОК), 15 MM ШИРИНА, 4 .. 20MA, 13 БИТ, ДЛЯ 2-ПРОВОДНЫХ ПРЕОБРАЗОВАТЕЛЕЙ, ВРЕМЯ ЦИКЛА 65 МС НА КАНАЛ, СВЕТОДИОД ОШИБКИ ГРУППЫ (GROUP FAULT); 6ES7135-4GB01-0AB0, SIMATIC DP, ЭЛЕКТРОННЫЙ МОДУЛЬ ДЛЯ ET 200S, 2 AO I, 2 СТАНДАРТНЫХ АНАЛОГОВЫХ ВЫХОДА (ТОК) 15 ММ ШИРИНА, +/-20 MA, 13 БИТ + ЗНАК, 4 . .20 MA, 12 БИТ ВРЕМЯ ЦИКЛА < 1 MS, СВЕТОДИОД ОШИБКИ ГРУППЫ (GROUP FAULT); 6ES7342-5DA02-0XE0, SIPLUS NET, КОММУНИКАЦИОННЫЙ ПРОЦЕССОР CP342-5 PROFIBUS РАБ. ТЕМП. -25 ... +70°C, НА ОСНОВЕ 6GK7342-5DA03-0XE0 . КОММУНИКАЦИОННЫЙ ПРОЦЕССОР CP342-5 ДЛЯ ПОДКЛЮЧЕНИЯ SIMATIC S7-300 К СЕТИ PROFIBUS, DP, S5-СОВМ.-, PG/OP- И S7-КОММУНИКАЦИИ; 6AV6642-0BC01-1AX1, HMI панель TP177B DP-6 MSTN 6AV6642-0BC01-1AX1 6""; 6AV7841-0AD10-0CB0, HMI панель PC 477 6AV7841-0AD10-0CB0 12""; 6AV6644-0AB01-2AX0, HMI панель MP 377 6AV6644-0AB01-2AX0 15""; 6AV7824-0AB10-2AC0, HMI панель PC 577 6AV7824-0AB10-2AC0 19""; GCA121.1E, Привод клапана воздушного Siemens GCA121.1E; 1LA7113-4AA61, Двигатель Siemens 1LA7113-4AA61 4 кВт; 1440 об/мин; 8WD42 00-1AB, ЭЛЕМЕНТ ПОСТОЯННОГО СВЕЧЕНИЯ ДЛЯ СВЕТОВОЙ КОЛОННЫ, КРАСНЫЙ, UC 24V - UC 230V; 8WD42 00-1AD, ЭЛЕМЕНТ ПОСТОЯННОГО СВЕЧЕНИЯ ДЛЯ СВЕТОВОЙ КОЛОННЫ, ЖЁЛТЫЙ, 24V - 230V; 8WD42 00-1AC, ЭЛЕМЕНТ ПОСТОЯННОГО СВЕЧЕНИЯ ДЛЯ СВЕТОВОЙ КОЛОННЫ, ЗЕЛЁНЫЙ, 24V - 230V; 8WD42 20-0FA, ЭЛЕМЕНТ ДЛЯ СВЕТОВОЙ КОЛОННЫ (ЗУММЕР) 24V UC (PULSAT. /CONTIN. TONE ADJUST.); 8WD42 08-0DE, ОСНОВАНИЕ, ДЛЯ МОНТАЖА СВЕТОВОЙ КОЛОННЫ НА ГОРИЗОНТАЛЬНОЙ ПОВЕРХНОСТИ, ПЛАСТИК; 8WD42 08-0AA, ЭЛЕМЕНТ ПОДКЛЮЧЕНИЯ СВЕТОВОЙ КОЛОННЫ С КРЫШКОЙ, ДЛЯ МОНТАЖА НА ТУРБКЕ, ПОВЕРХНОСТИ ИЛИ МОНТАЖНОМ УГОЛКЕ; 8WD4408-0CC, УГОЛОК ДЛЯ МОНТАЖА ОПОРЫ ОСНОВАНИЯ СВЕТОВОЙ КОЛОННЫ, 70 MM; Модуль SIEMENS TXM1.6R 6 релейных выходов; Модуль SIEMENS TXM1.8X 8 универсальных входов/выходов 4-20мА; Частотный преобразователь FC102P7K5T4E55H1- XGXXXXSXXXXAXBKCXXXXDX, Danfoss; FC-102P15KT4E55H1XGXXXXSXXXXAXBKCXXXXDX (Danfoss) Преобразователь частоты; FC-102P30KT4E55H1XGXXXXSXXXXAXBKCXXXXDX (Danfoss) Преобразователь частоты; 082H0163, AMV 435 (Danfoss) Привод; 132F0026, FC-051P4K0T4E20H3BXCXXXSXXX (Danfoss) Преобразователь частоты; 132F0020, FC-051P1K5T4E20H3BXCXXXSXXX (Danfoss) Преобразователь частоты; 131B3318, FC-102P4K0T4E55H1XGXXXXSXXXXAXBXCXXXXDX (Danfoss) Преобразователь частоты; 97657602, Торцевое уплотнение Hilge GLRD 001-19-KIE-C1-E-7-4W SIC/SIC/EPDM; 97725894, Кольцевые уплотнения Hilge EPDM_1 CON_I/6; 97656985, Торцевое уплотнение Hilge 001-28-KIE; position № 0326.00, Подшипник радиально-упорный; position № 0507.00, Кольцо; position № 0507.02, V-ring ; position № 0507.05, V-ring ; position № 0840.00, Муфта";150,000.00 EUR;"ПромАвтоматика, ООО; ЛикоСвет, ООО; ТК Индустрия-Сервис, ООО; Далкос, ООО";ЛикоСвет, ООО;99,023.4769 EUR;+
14762;Закупка _Извещатели пожарные 400 шт._тендер Санофи-Авентис Восток;Sergey Levin;MC2007;RFP;Извещатель мультисенсорный MTD 533X Schrack Seconet AG;2,800,000.00 RUB;"ООО ""Главхолод""; 	ООО ""Перспектива""; ГК ""Пожтехника""; ООО ""НЭЛТ ДИСТРИБЬЮЦИЯ""; ООО ""Норд Вест Стрим""";"ООО ""Перспектива""";2,240,000.00 RUB;+
32076;Leaflet user testing 2022;Grigoriy Pakalo;RD1034;English auction;Conduct of testing project for 1 leaflet;13,600,000.00 RUB;"CTR Pharma; Statandocs; ООО АРС; ООО Атлант Клиникал";ООО АРС;12,800,000.00 RUB;
47168;RFP Regulatory Writing (22.08.2024);Alina Popova;RD1036;RFP;Regulatory Writing Services;10,000,000.00 RUB;"Axon; Statandocs; АРС; Ligand Research; ООО ИЭйС; ООО НИЦ ФАРМОБОРОНА; Экзактэ Лабс; Sciencefiles";Statandocs;9800000 RUB;
47542;RFP Regulatory Writing (13.09.2024);Alina Popova;RD1036;RFP;Regulatory Writing Services;10,000,000.00 RUB;"Axon; Ligand Research; Sciencefiles; Statandocs; АРС; ООО ИЭйС; ООО НИЦ ФАРМОБОРОНА; Экзактэ Лабс";Statandocs;9800000 RUB;
45329;RFP Program For Early Detection And Monitoring Of Preclinical Type 1 Diabetes Stages ;Alina Popova;RD1041;English auction;Program For Early Detection And Monitoring Of Preclinical Type 1 Diabetes Stages ;150000000 RUB;"Invitro; Астон; Гемотест; ООО Лиганд ресерч";Invitro;147600000 RUB;
46446;RFQ: Medical Writing for Sanofi (04.07.2024);Alina Popova;RD1044;RFQ;Medical Writing Services;9,000,000.00 RUB;"Ligand Research; Statandocs; Axon; ООО АРС";Ligand Research;7000200 RUB;
44883;RFP Chlorprothixene BE study 2024;Alina Popova;RD1046;English auction;Chlorprothixene BE study ;30000000 RUB;"ООО Лиганд ресерч; Invitro; Atlant Clinical Ltd.";ООО Лиганд ресерч;26500000 RUB;
49785;Lab. reagents #40 (13.01.2025);Alina Popova;RD2002;RFP;"Воронки Milliflex Oasis®, 100 мл, 0,45 мкм, белые с сеткой; Канистры Стеритест для антибиотиков";45,990.00 EUR;"AppScience; AquaChrom; Asa Biotech; BioCard; BioMerieux; CHEMLIFE; COREX; Gluvex; ServiceLab; Альгимед; Лаверна XXI век; ООО ""Фармреактив""; Реаторг; МОЛБИОЛ";Лаверна XXI век;36,100.00 EUR;
46464;Lab. reagents #36 (05.07.2024);Alina Popova;RD2002;RFI;Спирт этиловый 95-96%;100,000.00 RUB;"AppScience; AquaChrom; Asa Biotech; BioCard; BioMerieux; CHEMLIFE; COREX; Gluvex; ServiceLab; Альгимед; Лаверна XXI век; ООО ""Фармреактив""; Реаторг; МОЛБИОЛ";COREX;32,094.20 RUB;
46310;Lab. reagents #35 (27.06.2024);Alina Popova;RD2002;RFI;Clostridium Sporogenes 0,25 ml;100.00 RUB;"AppScience; AquaChrom; BioCard; COREX; EcoHim; ExacteLabs; Gluvex; integral electron; Invitro; Merck; Reatorg; ServiceLab; Vector-Logistics; Альгимед, OOO; Лаверна XXI век; ООО ""Миллаб""; ООО ""ФАРМ2Б РУС""; ООО ""Фармреактив""; ООО Дельта Ориджин; ПрофиЛаб; Реаторг; ТД ""ГАЛА-ТРЕЙД""; BioMerieux; СовЛаб; CHEMLIFE";COREX;56,998.62 RUB;
